uniqueid,farmid,Name_Availablity_Code,Telephone_Availablity_Code,address_Availablity_Code,crop_Availablity_Code,email_Availablity_Code,livestock_Availablity_Code,Crops_Name,LiveStock_name,state,city,zipcode,latitude,longitude,Owner_operator_type,rural_flag,total_farm_exact_acres
2374,F90000308872,NULL,NULL,1,1,NULL,NULL,"CORN,SOYBEAN,WHEAT,COTTON,RICE,FORAGE",NULL,MA,SIASCONSET,2564,41.2623,69.9668,,NULL,681
2385,F00000776431,NULL,NULL,1,1,NULL,NULL,CORN,NULL,MA,WAREHAM,2571,41.7865,70.7021,,NULL,NULL
2405,F11000993003,1,1,1,1,1,NULL,OATS,NULL,MA,WEST WAREHAM,2576,41.7789,70.7655,,1,NULL
2437,F11000065651,NULL,NULL,1,1,NULL,NULL,BERRIES,NULL,MA,CENTERVILLE,2632,41.663,70.346,,NULL,9
2449,F60000804235,1,NULL,1,1,NULL,NULL,"CORN,SOYBEAN,FORAGE,BARLEY",NULL,MA,EAST ORLEANS,2643,41.7966,69.9568,,NULL,220
2475,F21000125240,1,1,1,1,1,NULL,GRASS,NULL,MA,MASHPEE,2649,41.6167,70.4906,,1,NULL
2494,F70000232195,1,1,1,1,1,NULL,,NULL,MA,SOUTH DENNIS,2660,41.7141,70.1529,,1,5
2500,F11000053345,1,NULL,1,1,NULL,NULL,BERRIES,NULL,MA,WELLFLEET,2667,41.9282,70.0147,,1,9
2522,F00000342590,1,1,1,1,1,NULL,FORAGE,NULL,FL,ENGLEWOOD,34223,40.8151,73.0455,,NULL,9
2531,F00000532011,1,NULL,1,1,NULL,NULL,"CORN,FORAGE,BERRIES,FRUITING AND FLOWERING VEGETABLE,PODDED VEGETABLES,BRASSICAS VEGETABLES,MELONS,GRASS",NULL,MA,BERKLEY,2779,41.8358,71.0748,,1,60
2549,F00000957721,NULL,NULL,1,1,NULL,NULL,FORAGE,NULL,MA,DIGHTON,2715,41.816,71.1517,,1,96
2555,F00000120001,1,1,1,1,NULL,1,,SHEEP,MA,EAST FREETOWN,2717,41.7554,70.9742,,1,6
2561,F00000501990,1,1,1,1,NULL,NULL,"FORAGE,BERRIES,GRASS",NULL,MA,EAST TAUNTON,2718,41.8686,71.014,,1,62
2573,F01000331477,1,NULL,1,1,NULL,NULL,GRASS,NULL,MA,FALL RIVER,2720,41.7314,71.1164,,NULL,NULL
2589,F00000117401,1,NULL,1,1,NULL,NULL,BERRIES,NULL,MN,COKATO,55321,45.0662,94.1947,,1,21
2606,F01000411825,1,NULL,1,1,NULL,NULL,"CORN,FORAGE",NULL,MA,NEW BEDFORD,2744,41.6093,70.913,,NULL,46
2614,F01000337376,NULL,NULL,1,1,NULL,NULL,"ROOTS TUBEROUS VEGETABLES,FRUITING AND FLOWERING VEGETABLE,BULB AND STEM VEGETABLES,PODDED VEGETABLES,BRASSICAS VEGETABLES,LEAFY AND SALAD VEGETABLES,MELONS",NULL,MA,NORTH DARTMOUTH,2747,41.665,71.0141,,NULL,9
2633,F31000376770,1,NULL,1,1,NULL,NULL,"CORN,SOYBEAN,WHEAT",NULL,MA,PLAINVILLE,2762,42.0139,71.3367,,NULL,9
2648,F01000348556,1,1,1,1,NULL,NULL,"FORAGE,FRUITING AND FLOWERING VEGETABLE,MELONS",NULL,MA,REHOBOTH,2769,41.844,71.246,,1,8
2672,F01000906489,1,1,1,1,NULL,NULL,GRASS,NULL,MA,REHOBOTH,2769,41.844,71.246,,1,NULL
2691,F11000817755,1,NULL,1,1,NULL,NULL,"CORN,FORAGE,BERRIES,FRUITING AND FLOWERING VEGETABLE,PODDED VEGETABLES,MELONS,TREES",NULL,MA,ROCHESTER,2770,41.7569,70.841,,1,195
2705,F21000182812,1,1,1,1,1,NULL,"FORAGE,BARLEY",NULL,MA,SWANSEA,2777,41.7606,71.2109,,1,NULL
2741,F00000315721,1,NULL,1,1,NULL,1,,SHEEP,MA,WESTPORT,2790,41.6022,71.0828,,1,3
2775,F00000387721,NULL,NULL,1,1,NULL,NULL,CORN,NULL,MA,WESTPORT,2790,41.6022,71.0828,,1,NULL
2808,F21000351830,1,NULL,1,1,NULL,1,,SHEEP,RI,CHEPACHET,2814,41.904,71.7093,,NULL,NULL
2822,F00000377611,1,1,1,1,1,1,"CORN,FORAGE",DAIRY,RI,WEST GREENWICH,2817,41.6284,71.6677,,1,30
2836,F21000099982,1,NULL,1,1,NULL,NULL,WHEAT,NULL,RI,EAST GREENWICH,2818,41.6429,71.4939,,1,NULL
2851,F31000092202,1,1,1,1,1,NULL,ORGANIC FARMERS,NULL,RI,FOSTER,2825,41.7807,71.7237,,1,NULL
2868,F90000992894,NULL,NULL,1,1,NULL,1,"CORN,FORAGE",CATTLE,RI,HOPE VALLEY,2832,41.5104,71.7381,,1,184
2898,F00000786433,1,NULL,1,1,NULL,NULL,WHEAT,NULL,RI,NEWPORT,2840,41.4796,71.3204,,NULL,6
2914,F21000293053,1,NULL,1,1,1,NULL,WHEAT,NULL,RI,NORTH KINGSTOWN,2852,41.5873,71.4626,,NULL,NULL
2927,F90000522875,NULL,NULL,1,1,NULL,NULL,"FORAGE,TREE FRUIT,APPLE",NULL,RI,NORTH SCITUATE,2857,41.8328,71.633,,1,7
2961,F10000925194,1,1,1,1,1,NULL,SOYBEAN,NULL,RI,PORTSMOUTH,2871,41.5806,71.2571,,1,40
2996,F11000442808,1,1,1,1,NULL,NULL,GRASS,NULL,RI,WAKEFIELD,2879,41.4288,71.5383,,1,122
3004,F01000782961,1,NULL,1,1,NULL,NULL,GRASS,NULL,PA,NEWTOWN SQUARE,19073,39.9794,75.4369,,NULL,9
3026,F00000772147,1,NULL,1,1,NULL,NULL,WHEAT,NULL,RI,WARWICK,2886,41.7055,71.4528,,NULL,NULL
3045,F01000704100,1,1,1,1,1,1,CORN,"DAIRY,CATTLE",RI,WEST KINGSTON,2892,41.497,71.599,,1,10
3065,F21000730422,1,1,1,1,1,NULL,WHEAT,NULL,RI,PROVIDENCE,2905,41.7871,71.4008,,NULL,NULL
3072,F21000016300,1,NULL,1,1,NULL,NULL,CORN,NULL,RI,PROVIDENCE,2906,41.8386,71.3928,,NULL,8
3083,F21000811117,1,NULL,1,1,NULL,NULL,WHEAT,NULL,RI,PROVIDENCE,2907,41.7975,71.425,,NULL,NULL
3100,F00000457391,1,1,1,1,1,NULL,WHEAT,NULL,RI,RUMFORD,2916,41.8441,71.3537,,NULL,81
3120,F31000552012,NULL,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,RI,CRANSTON,2920,41.7676,71.4674,,NULL,NULL
3151,F00000684500,1,1,1,1,1,1,"CORN,ROOTS TUBEROUS VEGETABLES,FORAGE,FRUITING AND FLOWERING VEGETABLE,PODDED VEGETABLES,TREE FRUIT,LEAFY AND SALAD VEGETABLES,MELONS",CATTLE,NH,DERRY,3038,42.8895,71.2818,,1,187
3174,F00000374201,NULL,NULL,1,1,NULL,1,"CORN,FORAGE",CATTLE,NH,DUNBARTON,3046,43.1097,71.5993,,1,82
3182,F11000274598,1,1,1,1,NULL,NULL,FORAGE,NULL,NH,HOLLIS,3049,42.7523,71.5826,,1,48
3188,F00000657400,1,1,1,1,1,1,FORAGE,CATTLE,NH,HOLLIS,3049,42.7523,71.5826,,1,47
3197,F20000099209,1,NULL,1,1,1,NULL,,NULL,NH,HUDSON,3051,42.7645,71.4065,,1,7
3217,F00000547300,1,NULL,1,1,NULL,NULL,WHEAT,NULL,NH,LONDONDERRY,3053,42.8794,71.3877,,1,NULL
3236,F00000158597,1,NULL,1,1,NULL,NULL,SOYBEAN,NULL,NH,NASHUA,3060,42.737,71.4488,,NULL,NULL
3254,F31000589702,1,1,1,1,NULL,NULL,"ORGANIC FARMERS,BARLEY",NULL,NH,NEW BOSTON,3070,42.9779,71.6851,,1,NULL
3268,F01000074481,1,1,1,1,1,NULL,"CORN,FORAGE,BERRIES,FRUITING AND FLOWERING VEGETABLE,MELONS",NULL,NH,LYNDEBOROUGH,3082,42.9039,71.7812,,1,8
3282,F01000844325,NULL,NULL,1,1,NULL,NULL,SOYBEAN,NULL,NH,WILTON,3086,42.8316,71.7726,,NULL,NULL
3301,F90000226673,NULL,NULL,1,1,NULL,1,"WHEAT,BARLEY",CATTLE,NH,BEDFORD,3110,42.9407,71.5309,,1,5000
3312,F31000382011,NULL,NULL,1,1,NULL,NULL,WHEAT,NULL,NH,BEDFORD,3110,42.9407,71.5309,,NULL,NULL
3325,F00000279201,NULL,NULL,1,1,NULL,1,,CATTLE,NH,BELMONT,3220,43.4594,71.484,,1,NULL
3343,F11000405023,NULL,NULL,1,1,NULL,NULL,FORAGE,NULL,NH,CANTERBURY,3224,43.3629,71.5466,,1,84
3360,F01000645351,1,1,1,1,NULL,NULL,COTTON,NULL,DE,MIDDLETOWN,19709,39.494,75.6813,,NULL,38
3370,F70000595825,1,NULL,1,1,NULL,NULL,,NULL,NH,EAST ANDOVER,3231,43.4783,71.7646,,NULL,272
3388,F00000309201,NULL,NULL,1,1,NULL,NULL,"CORN,SOYBEAN,FORAGE",NULL,NH,GILMANTON,3237,43.4182,71.4061,,1,193
3402,F11000499658,1,1,1,1,NULL,NULL,SOYBEAN,NULL,NH,HENNIKER,3242,43.1694,71.8312,,1,NULL
3423,F00000951200,NULL,NULL,1,1,NULL,1,,SHEEP,NH,GILFORD,3249,43.5518,71.3905,,1,7
3447,F00000898201,NULL,NULL,1,1,NULL,NULL,"CORN,FORAGE",NULL,NH,CHICHESTER,3258,43.2528,71.4017,,1,199
3463,F00000432300,1,NULL,1,1,NULL,NULL,"CORN,FORAGE",NULL,NH,PLYMOUTH,3264,43.8032,71.7266,,1,NULL
3478,F01000780595,1,1,1,1,NULL,1,CORN,GOATS,NH,MEREDITH,3253,43.6394,71.5339,,1,NULL
3510,F21000088516,1,1,1,1,1,NULL,WHEAT,NULL,NH,WARREN,3279,43.9715,71.8912,,1,NULL
3543,F00000344420,NULL,NULL,1,1,NULL,NULL,CORN,NULL,NH,CONCORD,3301,43.248,71.5112,,NULL,955
3571,F70000494430,1,NULL,1,1,NULL,NULL,CORN,NULL,NH,BOW,3304,43.1291,71.5424,,NULL,NULL
3601,F21000190647,NULL,NULL,1,1,NULL,NULL,CORN,NULL,NH,ANTRIM,3440,43.0586,71.9613,,1,NULL
3612,F00000957890,1,NULL,1,1,1,NULL,WHEAT,NULL,NH,DUBLIN,3444,42.8936,72.072,,NULL,NULL
3638,F00000856400,1,1,1,1,1,1,"CORN,FORAGE,BARLEY",CATTLE,NH,JAFFREY,3452,42.8293,72.06,,1,204
3644,F01000533321,1,NULL,1,1,NULL,NULL,COTTON,NULL,NH,NELSON,3457,42.9982,72.1464,,1,NULL
3666,F00000657290,1,1,1,1,1,NULL,CORN,NULL,NH,WESTMORELAND,3467,42.9687,72.4306,,1,NULL
3692,F00000677100,1,1,1,1,NULL,1,FORAGE,CATTLE,NH,COLEBROOK,3576,44.8906,71.3771,,1,243
3711,F90000114899,1,1,1,1,NULL,1,,CATTLE,NH,JEFFERSON,3583,44.3946,71.4295,,1,17
3723,F00000432201,NULL,NULL,1,1,NULL,1,"CORN,FORAGE,GRASS","DAIRY,GOATS,CATTLE",NH,LANCASTER,3584,44.4906,71.4996,,1,1765
3748,F00000053501,1,NULL,1,1,1,NULL,CORN,NULL,NH,LISBON,3585,44.2344,71.9186,,1,NULL
3769,F00000725901,NULL,NULL,1,1,NULL,NULL,"CORN,FORAGE",NULL,NH,WEST STEWARTSTOWN,3597,44.9955,71.5318,,NULL,247
3787,F00000408201,NULL,NULL,1,1,NULL,NULL,,NULL,NH,ALSTEAD,3602,43.1141,72.3097,,1,32
3812,F21000921664,1,NULL,1,1,1,NULL,SOYBEAN,NULL,NH,LEMPSTER,3605,43.2136,72.1592,,NULL,845
3830,F00000118201,NULL,NULL,1,1,NULL,1,FORAGE,"SHEEP,CATTLE",ME,YARMOUTH,4096,43.8219,70.1758,,NULL,209
3842,F00000622300,1,NULL,1,1,NULL,NULL,TOBACCO,NULL,NH,BATH,3740,44.1828,71.9509,,1,NULL
3857,F00000817000,1,NULL,1,1,NULL,NULL,SOYBEAN,NULL,NH,BATH,3740,44.1828,71.9509,,1,NULL
3870,F00000095201,NULL,NULL,1,1,NULL,1,"CORN,FORAGE","DAIRY,CATTLE",NH,CLAREMONT,3743,43.3506,72.3252,,1,564
3896,F11000831809,1,NULL,1,1,NULL,NULL,GRASS,NULL,NH,ETNA,3750,43.7126,72.1802,,1,NULL
3913,F80000362800,1,NULL,1,1,NULL,NULL,NUTS,NULL,NH,HANOVER,3755,43.7256,72.2368,,NULL,22
3924,F00000711397,1,1,1,1,NULL,1,,SHEEP,NH,HAVERHILL,3765,44.0424,72.0588,,NULL,6
3944,F21000981370,1,1,1,1,NULL,1,,CATTLE,NH,PIERMONT,3779,43.9758,72.0724,,1,NULL
3959,F00000883400,1,1,1,1,1,1,,CATTLE,NH,MONROE,3771,44.2815,72.0093,,1,NULL
3967,F00000264300,1,NULL,1,1,1,NULL,TOBACCO,NULL,NH,MONROE,3771,44.2815,72.0093,,1,3
3988,F00000290500,1,NULL,1,1,NULL,NULL,"CORN,ALFALFA,FORAGE",NULL,NH,NORTH HAVERHILL,3774,44.0965,71.991,,1,NULL
3998,F00000935500,1,NULL,1,1,1,NULL,COTTON,NULL,NH,NORTH HAVERHILL,3774,44.0965,71.991,,1,73
4008,F00000996400,1,NULL,1,1,NULL,1,"CORN,FORAGE",CATTLE,NH,ORFORD,3777,43.8953,72.0656,,1,56
4022,F00000216901,1,NULL,1,1,NULL,1,,"SHEEP,CATTLE",NH,PIERMONT,3779,43.9758,72.0724,,1,NULL
4033,F00000849201,NULL,NULL,1,1,NULL,1,"CORN,FORAGE","DAIRY,CATTLE",NH,PIERMONT,3779,43.9758,72.0724,,1,475
1541,F31000755310,1,NULL,1,1,NULL,NULL,CORN,NULL,ME,DAMARISCOTTA,4543,44.0224,69.4907,,1,209
1550,F00000712801,1,1,1,1,NULL,NULL,CORN,NULL,MA,NEWBURY,1951,42.7802,70.8638,,NULL,173
1559,F00000320621,NULL,NULL,1,1,NULL,1,"ALFALFA,FORAGE,GRASS",DAIRY,MA,PEABODY,1960,42.5338,70.9728,,NULL,88
1569,F31000092002,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,MA,SOUTH HAMILTON,1982,42.6267,70.8582,,NULL,NULL
1589,F31000671102,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,MA,CANTON,2021,42.175,71.1265,,NULL,NULL
1606,F20000158068,1,1,1,1,1,NULL,CORN,NULL,MA,FOXBORO,2035,42.0631,71.2456,,NULL,23
1615,F50000462399,1,1,1,1,1,NULL,WHEAT,NULL,MA,HINGHAM,2043,42.2161,70.8847,,NULL,320
1629,F70000219589,1,NULL,1,1,1,NULL,WHEAT,NULL,MA,NEWTON,2464,42.313,71.2188,,NULL,132
1646,F00000286701,1,1,1,1,1,1,,SHEEP,MA,NORWOOD,2062,42.1844,71.1953,,NULL,4
1667,F11000335363,1,1,1,1,NULL,NULL,SOYBEAN,NULL,MA,WESTWOOD,2090,42.2195,-71.2086,,NULL,7
1683,F70000351102,1,NULL,1,1,NULL,NULL,"CORN,SOYBEAN,GRASS",NULL,MA,BOSTON,2109,42.363,71.0545,,NULL,146
1696,F21000116243,1,NULL,1,1,NULL,NULL,WHEAT,NULL,MA,BOSTON,2110,42.3568,71.0536,,NULL,192
1721,F80000975872,1,1,1,1,1,NULL,COTTON,NULL,MA,BOSTON,2118,42.338,71.0718,,NULL,34
1740,F21000085220,1,1,1,1,NULL,NULL,CORN,NULL,MA,ROXBURY,2119,42.3237,71.0855,,NULL,7
1766,F30000728035,1,NULL,1,1,NULL,NULL,WHEAT,NULL,MA,DORCHESTER CENTER,2124,42.2862,71.071,,NULL,NULL
1785,F10000064487,1,1,1,1,1,NULL,,NULL,MA,MATTAPAN,2126,42.274,71.094,,NULL,NULL
1797,F10000290034,1,NULL,1,1,NULL,NULL,WHEAT,NULL,MA,HYDE PARK,2136,42.2548,71.1282,,NULL,NULL
1807,F01000989629,1,NULL,1,1,NULL,NULL,GRASS,NULL,MA,MATTAPAN,2126,42.274,71.094,,NULL,NULL
1817,F11000129353,NULL,NULL,1,1,NULL,NULL,TOBACCO,NULL,MA,JAMAICA PLAIN,2130,42.3076,71.1131,,NULL,NULL
1835,F21000405035,1,1,1,1,NULL,NULL,CORN,NULL,MA,HYDE PARK,2136,42.2548,71.1282,,NULL,NULL
1855,F11000541432,1,1,1,1,1,NULL,FORAGE,NULL,MA,CAMBRIDGE,2138,42.3802,71.1347,,NULL,23
1868,F01000681907,NULL,NULL,1,1,NULL,NULL,WHEAT,NULL,MA,CAMBRIDGE,2139,42.3631,71.1033,,NULL,NULL
1880,F31000716302,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,MA,CAMBRIDGE,2141,42.3703,71.0825,,NULL,NULL
1895,F01000365529,NULL,NULL,1,1,NULL,NULL,"WHEAT,GRAIN,ALFALFA,FORAGE,GRAIN PLUS,GRASS,BARLEY",NULL,MA,MALDEN,2148,42.4305,71.0574,,NULL,4891
1910,F00000303411,1,1,1,1,1,NULL,OATS,NULL,MA,MEDFORD,2155,42.4255,71.1081,,NULL,NULL
1921,F31000001012,NULL,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,MA,BRAINTREE,2184,42.2036,71.0017,,NULL,NULL
1940,F30000761352,1,1,1,1,NULL,NULL,SOYBEAN,NULL,MA,BOSTON,2215,42.3469,71.1025,,NULL,21
1954,F11000531244,1,NULL,1,1,NULL,NULL,WHEAT,NULL,MA,BROCKTON,2301,42.0777,71.0422,,NULL,NULL
1961,F21000454808,1,1,1,1,1,NULL,"CORN,SOYBEAN,WHEAT",NULL,MA,BROCKTON,2302,42.0878,70.9987,,NULL,169
1995,F90000820474,NULL,NULL,1,1,NULL,NULL,BERRIES,NULL,MA,CARVER,2330,41.8765,70.7616,,NULL,9
2019,F21000149619,1,1,1,1,NULL,NULL,RICE,NULL,MA,DUXBURY,2332,42.0459,70.7161,,1,NULL
2030,F00000523601,1,NULL,1,1,NULL,NULL,WHEAT,NULL,MA,EAST BRIDGEWATER,2333,42.035,70.9423,,1,NULL
2047,F11000648444,1,NULL,1,1,NULL,1,,SHEEP,MA,HANSON,2341,42.0563,70.8728,,NULL,8
2065,F00000901611,1,NULL,1,1,1,NULL,BERRIES,NULL,MA,MIDDLEBORO,2346,41.8817,70.8734,,1,9
2080,F11000526055,NULL,NULL,1,1,NULL,NULL,BERRIES,NULL,MA,MIDDLEBORO,2346,41.8817,70.8734,,1,488
2091,F00000018990,1,1,1,1,1,1,,SHEEP,MA,LAKEVILLE,2347,41.8333,70.9656,,NULL,8
2103,F11000782833,1,NULL,1,1,NULL,NULL,WHEAT,NULL,MA,PEMBROKE,2359,42.0662,70.8014,,1,NULL
2117,F70000593275,1,1,1,1,1,NULL,"FORAGE,BARLEY",NULL,MA,PLYMOUTH,2360,41.879,70.6307,,NULL,289
2131,F01000207944,1,1,1,1,1,NULL,BERRIES,NULL,MA,PLYMOUTH,2360,41.879,70.6307,,1,9
2158,F00000519411,1,1,1,1,NULL,NULL,BERRIES,NULL,MA,SOUTH CARVER,2366,41.8429,70.7469,,NULL,NULL
2164,F00000382890,1,1,1,1,1,NULL,BERRIES,NULL,MA,SOUTH CARVER,2366,41.8429,70.7469,,NULL,9
2172,F00000468601,1,1,1,1,1,NULL,BERRIES,NULL,MA,PLYMPTON,2367,41.963,70.81,,1,70
2196,F80000802262,1,1,1,1,NULL,NULL,WHEAT,NULL,MA,LEXINGTON,2420,42.4571,71.2166,,NULL,527
2206,F20000118820,1,1,1,1,NULL,NULL,GRASS,NULL,MA,LEXINGTON,2421,42.4455,71.2362,,NULL,28
2229,F10000678664,1,1,1,1,1,NULL,WHEAT,NULL,MA,WALTHAM,2453,42.3696,71.2353,,NULL,8
2237,F21000936909,NULL,NULL,1,1,NULL,NULL,BARLEY,NULL,MA,NEWTON CENTER,2459,42.3146,71.1931,,NULL,NULL
2248,F11000639735,1,1,1,1,1,NULL,,NULL,MA,NEWTON,2461,42.3174,71.2065,,NULL,9
2257,F90000757897,1,1,1,1,NULL,NULL,,NULL,MA,MEDFIELD,2052,42.1847,71.3048,,NULL,NULL
2285,F21000259227,1,1,1,1,NULL,NULL,GRASS,NULL,MA,BELMONT,2478,42.396,71.1795,,NULL,4
4050,F31000863602,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,NH,PLAINFIELD,3781,43.5468,72.2601,,NULL,NULL
4072,F00000183400,1,1,1,1,1,1,"GRASS,BARLEY",CATTLE,NH,PORTSMOUTH,3801,43.0695,70.8008,,NULL,25
4088,F21000309934,1,1,1,1,NULL,NULL,FORAGE,NULL,NH,CENTER CONWAY,3813,43.9597,71.0453,,NULL,19
4101,F60000212030,1,NULL,1,1,NULL,NULL,FORAGE,NULL,NH,DOVER,3820,43.2027,70.8909,,NULL,20
4136,F31000999402,1,1,1,1,1,NULL,ORGANIC FARMERS,NULL,NH,EAST KINGSTON,3827,42.9089,70.979,,1,NULL
4143,F31000330502,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,NH,EXETER,3833,42.9832,70.9915,,NULL,NULL
4162,F01000673156,1,1,1,1,1,NULL,FORAGE,NULL,NH,KENSINGTON,3833,42.9832,70.9915,,1,23
4183,F80000796602,NULL,NULL,1,1,NULL,NULL,WHEAT,NULL,NH,HAMPTON,3842,42.9412,70.8373,,NULL,38
4207,F00000503300,1,1,1,1,1,NULL,"CORN,FORAGE",NULL,NH,NORTH CONWAY,3860,44.0406,71.0915,,1,84
4223,F31000332012,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,NH,LEE,3861,43.1192,70.9969,,1,NULL
4236,F10000352683,1,NULL,1,1,NULL,NULL,TOBACCO,NULL,NH,ROCHESTER,3866,43.2756,70.9891,,NULL,NULL
4265,F80000601804,1,NULL,1,1,NULL,NULL,"CORN,WHEAT,FORAGE,GRASS",NULL,NH,SOMERSWORTH,3878,43.2536,70.8856,,NULL,261
4273,F11000149186,NULL,NULL,1,1,NULL,NULL,COTTON,NULL,NH,STRAFFORD,3884,43.264,71.1712,,1,NULL
4302,F20000737892,NULL,NULL,1,1,NULL,NULL,GRASS,NULL,NH,WOLFEBORO,3894,43.6057,71.1496,,1,NULL
4327,F31000754002,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,ME,NORTH BERWICK,3906,43.3315,70.729,,NULL,NULL
4352,F00000264110,1,NULL,1,1,NULL,1,,CATTLE,ME,ALFRED,4002,43.4908,70.7071,,1,NULL
4390,F31000808702,1,NULL,1,1,NULL,NULL,ORGANIC FARMERS,NULL,ME,TOPSHAM,4086,43.9677,69.9739,,NULL,NULL
4398,F00000519205,1,1,1,1,NULL,NULL,WHEAT,NULL,ME,BRUNSWICK,4011,43.903,69.9809,,1,NULL
4412,F21000814509,1,1,1,1,1,NULL,CORN,NULL,ME,CUMBERLAND,4021,43.7918,70.2647,,1,33
4430,F00000202610,1,1,1,1,NULL,NULL,GRASS,NULL,ME,FREEPORT,4032,43.8594,70.0998,,1,78
4438,F11000104039,1,1,1,1,1,NULL,"BERRIES,GRASS",NULL,ME,FRYEBURG,4037,44.0478,70.9547,,NULL,12
4464,F21000328695,NULL,NULL,1,1,NULL,NULL,"CORN,GRAIN,FORAGE,FRUITING AND FLOWERING VEGETABLE,MELONS,GRAIN PLUS,GRASS",NULL,ME,GORHAM,4038,43.6907,70.4722,,1,887
4475,F00000996010,1,1,1,1,1,NULL,"CORN,GRASS",NULL,ME,GORHAM,4038,43.6907,70.4722,,NULL,152
4491,F11000681761,1,1,1,1,NULL,NULL,CORN,NULL,ME,HARRISON,4040,44.1001,70.6448,,1,NULL
4544,F01000076759,NULL,NULL,1,1,NULL,1,BARLEY,"DAIRY,CATTLE",ME,WINDHAM,4062,43.795,70.4037,,1,19
4554,F00000641410,1,1,1,1,1,1,,CATTLE,ME,WINDHAM,4062,43.795,70.4037,,1,NULL
4570,F00000173510,1,1,1,1,NULL,1,,CATTLE,ME,RAYMOND,4071,43.9379,70.4425,,1,NULL
4597,F31000920402,1,1,1,1,1,NULL,ORGANIC FARMERS,NULL,ME,SPRINGVALE,4083,43.4829,70.8287,,1,NULL
4608,F00000939410,1,1,1,1,1,NULL,"CORN,FORAGE,GRASS",NULL,CT,REDDING,6896,41.3054,73.393,,1,51
4621,F31000586702,1,NULL,1,1,1,NULL,ORGANIC FARMERS,NULL,ME,WELLS,4090,43.3303,70.6044,,1,NULL
4641,F00000539560,1,NULL,1,1,1,NULL,SOYBEAN,NULL,NE,CLAY CENTER,68933,40.4815,97.9942,,NULL,40
4657,F01000001477,NULL,NULL,1,1,NULL,NULL,,NULL,ME,PORTLAND,4101,43.6616,70.2592,,NULL,19
4674,F90000994278,1,NULL,1,1,NULL,NULL,WHEAT,NULL,ME,PORTLAND,4106,43.6314,70.2859,,NULL,41
4692,F21000632632,NULL,NULL,1,1,NULL,NULL,"WHEAT,TREES",NULL,ME,CAPE ELIZABETH,4107,43.5903,70.2379,,NULL,186
4712,F21000733843,1,NULL,1,1,1,NULL,,NULL,ME,ANDOVER,4216,44.887,70.9207,,1,42
4718,F00000917810,1,1,1,1,NULL,1,"FORAGE,GRASS",DAIRY,ME,ANDOVER,4216,44.887,70.9207,,1,233
4727,F00000817800,1,NULL,1,1,1,NULL,RICE,NULL,ME,BETHEL,4217,44.3718,70.8421,,NULL,24
4735,F01000347731,1,NULL,1,1,NULL,NULL,GRASS,NULL,ME,BUCKFIELD,4220,44.2833,70.3688,,1,92
4746,F00000992840,NULL,NULL,1,1,NULL,1,"FORAGE,TREE FRUIT,GRASS",CATTLE,ME,BUCKFIELD,4220,44.2833,70.3688,,1,442
4763,F31000268102,1,1,1,1,NULL,NULL,ORGANIC FARMERS,NULL,ME,DURHAM,4222,43.9642,70.1296,,1,NULL
4788,F21000253607,1,1,1,1,1,NULL,SOYBEAN,NULL,ME,AUBURN,4210,44.0965,70.2571,,NULL,NULL
4810,F00000011210,1,1,1,1,1,NULL,SOYBEAN,NULL,ME,LISBON,4250,44.0255,70.1163,,1,NULL
4826,F11000279569,1,1,1,1,1,NULL,,NULL,ME,LIVERMORE FALLS,4254,44.4283,70.1501,,1,3
4863,F11000130785,NULL,NULL,1,1,NULL,NULL,,NULL,ME,LEEDS,4263,44.2935,70.1314,,1,NULL
4887,F00000787201,1,1,1,1,NULL,1,,CATTLE,ME,SOUTH PARIS,4281,44.248,70.4908,,1,NULL
4904,F00000697958,1,1,1,1,1,NULL,GRASS,NULL,ME,RUMFORD,4276,44.5488,70.6285,,1,133
4908,F31000172402,1,1,1,1,1,NULL,ORGANIC FARMERS,NULL,ME,SABATTUS,4280,44.1181,70.0556,,1,NULL
4934,F11000466222,NULL,NULL,1,1,NULL,1,"CORN,WHEAT,ALFALFA,FORAGE,ORGANIC FARMERS,BARLEY","DAIRY,CATTLE",ME,TURNER,4282,44.2578,70.2426,,1,269
4951,F21000812932,1,NULL,1,1,1,NULL,GRASS,NULL,TX,AUSTIN,78756,30.3206,97.7396,,NULL,5
4964,F00000663210,1,NULL,1,1,NULL,NULL,NUTS,NULL,ME,WEST PARIS,4289,44.323,70.537,,NULL,NULL
4976,F00000262511,1,1,1,1,NULL,NULL,CORN,NULL,ME,WILTON,4294,44.5915,70.2983,,NULL,NULL
4998,F00000831210,1,NULL,1,1,1,NULL,WHEAT,NULL,ME,WILTON,4294,44.5915,70.2983,,NULL,NULL
5028,F31000949302,1,1,1,1,NULL,NULL,ORGANIC FARMERS,NULL,ME,DRESDEN,4342,44.0693,69.7316,,1,NULL
